year,month,day,team,completion_percentage
2009,2,8,Philadelphia,59.57%
2009,2,8,Cincinnati,60.00%
2009,2,8,Tennessee,61.90%
2009,2,8,Carolina,50.00%
2009,2,8,Minnesota,42.86%
2009,2,8,Baltimore,43.33%
2009,2,8,Chicago,59.46%
2009,2,8,Kansas City,52.78%
2009,2,8,LA Rams,59.38%
2009,2,8,Seattle,55.81%
2009,2,8,Detroit,52.38%
2009,2,8,Las Vegas,66.67%
2009,2,8,Cleveland,33.33%
2009,2,1,Miami,65.79%
2009,2,1,Indianapolis,59.52%
2009,2,1,Arizona,75.00%
2009,2,1,Houston,75.00%
2009,2,1,NY Jets,51.22%
2009,2,1,New Orleans,61.22%
2009,2,1,Buffalo,56.00%
2009,2,1,LA Chargers,60.00%
2009,2,1,New England,75.00%
2009,2,1,Green Bay,67.74%
2009,2,1,Tampa Bay,51.52%
2009,2,1,Jacksonville,56.00%
2009,2,1,Washington,60.00%
2009,2,1,Denver,67.35%
2009,2,1,Atlanta,65.00%
2009,2,1,San Francisco,70.00%
2009,2,1,NY Giants,51.72%
2009,2,1,Dallas,56.10%
2009,2,1,Philadelphia,59.57%
2009,2,1,Pittsburgh,48.48%
2009,2,1,Cincinnati,60.00%
2009,2,1,Tennessee,61.90%
2009,2,1,Carolina,50.00%
2009,2,1,Minnesota,42.86%
2009,2,1,Baltimore,43.33%
2009,2,1,Chicago,59.46%
2009,2,1,Kansas City,52.78%
2009,2,1,LA Rams,59.38%
2009,2,1,Seattle,55.81%
2009,2,1,Detroit,52.38%
2009,2,1,Las Vegas,66.67%
2009,2,1,Cleveland,33.33%
2009,1,25,Miami,65.79%
2009,1,25,Indianapolis,59.52%
2009,1,25,Arizona,75.00%
2009,1,25,Houston,75.00%
2009,1,25,NY Jets,51.22%
2009,1,25,New Orleans,61.22%
2009,1,25,Buffalo,56.00%
2009,1,25,LA Chargers,60.00%
2009,1,25,New England,75.00%
2009,1,25,Green Bay,67.74%
2009,1,25,Tampa Bay,51.52%
2009,1,25,Jacksonville,56.00%
2009,1,25,Washington,60.00%
2009,1,25,Denver,67.35%
2009,1,25,Atlanta,65.00%
2009,1,25,San Francisco,70.00%
2009,1,25,NY Giants,51.72%
2009,1,25,Dallas,56.10%
2009,1,25,Philadelphia,59.57%
2009,1,25,Pittsburgh,48.48%
2009,1,25,Cincinnati,60.00%
2009,1,25,Tennessee,61.90%
2009,1,25,Carolina,50.00%
2009,1,25,Minnesota,42.86%
2009,1,25,Baltimore,43.33%
2009,1,25,Chicago,59.46%
2009,1,25,Kansas City,52.78%
2009,1,25,LA Rams,59.38%
2009,1,25,Seattle,55.81%
2009,1,25,Detroit,52.38%
2009,1,25,Las Vegas,66.67%
2009,1,25,Cleveland,33.33%
2008,2,24,New England,60.42%
2008,2,24,New Orleans,58.33%
2008,2,24,Green Bay,54.29%
2008,2,24,Houston,61.11%
2008,2,24,Cincinnati,71.88%
2008,2,24,Indianapolis,68.75%
2008,2,24,Pittsburgh,69.05%
2008,2,24,Tampa Bay,58.97%
2008,2,24,Dallas,50.00%
2008,2,24,Denver,70.27%
2008,2,24,Detroit,45.83%
2008,2,24,Seattle,57.58%
2008,2,24,Tennessee,55.17%
2008,2,24,Baltimore,59.26%
2008,2,24,Jacksonville,66.67%
2008,2,24,Philadelphia,70.73%
2008,2,24,NY Jets,53.85%
2008,2,24,Atlanta,62.96%
2008,2,24,Washington,58.00%
2008,2,24,Arizona,58.97%
2008,2,24,LA Chargers,51.35%
2008,2,24,Kansas City,46.51%
2008,2,24,Buffalo,53.33%
2008,2,24,LA Rams,46.67%
2008,2,24,Las Vegas,74.19%
2008,2,24,Minnesota,51.61%
2008,2,24,Chicago,46.43%
2008,2,24,Miami,64.29%
2008,2,24,Carolina,62.50%
2008,2,24,NY Giants,55.88%
2008,2,24,Cleveland,50.00%
2008,2,24,San Francisco,59.09%
2008,2,17,New England,60.42%
2008,2,17,New Orleans,58.33%
2008,2,17,Green Bay,54.29%
2008,2,17,Houston,61.11%
2008,2,17,Cincinnati,71.88%
2008,2,17,Indianapolis,68.75%
2008,2,17,Pittsburgh,69.05%
2008,2,17,Tampa Bay,58.97%
2008,2,17,Dallas,50.00%
2008,2,17,Denver,70.27%
2008,2,17,Detroit,45.83%
2008,2,17,Seattle,57.58%
2008,2,17,Tennessee,55.17%
2008,2,17,Baltimore,59.26%
2008,2,17,Jacksonville,66.67%
2008,2,17,Philadelphia,70.73%
2008,2,17,NY Jets,53.85%
2008,2,17,Atlanta,62.96%
2008,2,17,Washington,58.00%
2008,2,17,Arizona,58.97%
2008,2,17,LA Chargers,51.35%
2008,2,17,Kansas City,46.51%
2008,2,17,Buffalo,53.33%
2008,2,17,LA Rams,46.67%
2008,2,17,Las Vegas,74.19%
2008,2,17,Minnesota,51.61%
2008,2,17,Chicago,46.43%
2008,2,17,Miami,64.29%
2008,2,17,Carolina,62.50%
2008,2,17,NY Giants,55.88%
2008,2,17,Cleveland,50.00%
2008,2,17,San Francisco,59.09%
2008,2,10,New England,60.42%
2008,2,10,New Orleans,58.33%
2008,2,10,Green Bay,54.29%
2008,2,10,Houston,61.11%
2008,2,10,Cincinnati,71.88%
2008,2,10,Indianapolis,68.75%
2008,2,10,Pittsburgh,69.05%
2008,2,10,Tampa Bay,58.97%
2008,2,10,Dallas,50.00%
2008,2,10,Denver,70.27%
2008,2,10,Detroit,45.83%
2008,2,10,Seattle,57.58%
2008,2,10,Tennessee,55.17%
2008,2,10,Baltimore,59.26%
2008,2,10,Jacksonville,66.67%
2008,2,10,Philadelphia,70.73%
2008,2,10,NY Jets,53.85%
2008,2,10,Atlanta,62.96%
2008,2,10,Washington,58.00%
2008,2,10,Arizona,58.97%
2008,2,10,LA Chargers,51.35%
2008,2,10,Kansas City,46.51%
2008,2,10,Buffalo,53.33%
2008,2,10,LA Rams,46.67%
2008,2,10,Las Vegas,74.19%
2008,2,10,Minnesota,51.61%
2008,2,10,Chicago,46.43%
2008,2,10,Miami,64.29%
2008,2,10,Carolina,62.50%
2008,2,10,NY Giants,55.88%
2008,2,10,Cleveland,50.00%
2008,2,10,San Francisco,59.09%
2008,2,3,New England,66.67%
2008,2,3,New Orleans,58.33%
2008,2,3,Green Bay,54.29%
2008,2,3,Houston,61.11%
2008,2,3,Cincinnati,71.88%
2008,2,3,Indianapolis,68.75%
2008,2,3,Pittsburgh,69.05%
2008,2,3,Tampa Bay,58.97%
2008,2,3,Dallas,50.00%
2008,2,3,Denver,70.27%
2008,2,3,Detroit,45.83%
2008,2,3,Seattle,57.58%
2008,2,3,Tennessee,55.17%
2008,2,3,Baltimore,59.26%
2008,2,3,Jacksonville,66.67%
2008,2,3,Philadelphia,70.73%
2008,2,3,NY Jets,53.85%
2008,2,3,Atlanta,62.96%
2008,2,3,Washington,58.00%
2008,2,3,Arizona,58.97%
2008,2,3,LA Chargers,51.35%
2008,2,3,Kansas City,46.51%
2008,2,3,Buffalo,53.33%
2008,2,3,LA Rams,46.67%
2008,2,3,Las Vegas,74.19%
2008,2,3,Minnesota,51.61%
2008,2,3,Chicago,46.43%
2008,2,3,Miami,64.29%
2008,2,3,NY Giants,52.50%
2008,2,3,Carolina,62.50%
2008,2,3,Cleveland,50.00%
2008,2,3,San Francisco,59.09%
2008,1,27,New England,66.67%
2008,1,27,New Orleans,58.33%
2008,1,27,Green Bay,54.29%
2008,1,27,Houston,61.11%
2008,1,27,Cincinnati,71.88%
2008,1,27,Indianapolis,68.75%
2008,1,27,Pittsburgh,69.05%
2008,1,27,Tampa Bay,58.97%
2008,1,27,Dallas,50.00%
2008,1,27,Denver,70.27%
2008,1,27,Detroit,45.83%
2008,1,27,Seattle,57.58%
2008,1,27,Tennessee,55.17%
2008,1,27,Baltimore,59.26%
2008,1,27,Jacksonville,66.67%
2008,1,27,Philadelphia,70.73%
2008,1,27,NY Jets,53.85%
2008,1,27,Atlanta,62.96%
2008,1,27,Washington,58.00%
2008,1,27,Arizona,58.97%
2008,1,27,LA Chargers,51.35%
2008,1,27,Kansas City,46.51%
2008,1,27,Buffalo,53.33%
2008,1,27,LA Rams,46.67%
2008,1,27,Las Vegas,74.19%
2008,1,27,Minnesota,51.61%
2008,1,27,Chicago,46.43%
2008,1,27,Miami,64.29%
2008,1,27,NY Giants,52.50%
2008,1,27,Carolina,62.50%
2008,1,27,Cleveland,50.00%
2008,1,27,San Francisco,59.09%
2007,9,30,Houston,60.00%
2007,9,30,Indianapolis,65.79%
2007,9,30,NY Jets,58.54%
2007,9,30,New Orleans,55.10%
2007,9,30,LA Rams,61.29%
2007,9,30,Baltimore,62.07%
2007,9,30,Cincinnati,52.63%
2007,9,30,Detroit,66.67%
2007,9,30,Cleveland,73.53%
2007,9,30,Buffalo,57.14%
2007,9,30,Minnesota,60.00%
2007,9,30,New England,61.76%
2007,9,30,Dallas,58.62%
2007,9,30,LA Chargers,43.75%
2007,9,30,Kansas City,58.33%
2007,9,30,Carolina,85.19%
2007,9,30,Pittsburgh,67.86%
2007,9,30,Jacksonville,57.50%
2007,9,30,Arizona,68.75%
2007,9,30,Philadelphia,50.00%
2007,9,30,Washington,68.75%
2007,9,30,San Francisco,51.52%
2007,9,30,Miami,50.00%
2007,9,30,NY Giants,59.26%
2007,9,30,Seattle,54.55%
2007,9,30,Denver,61.76%
2007,9,30,Green Bay,50.00%
2007,9,30,Tampa Bay,59.26%
2007,9,30,Chicago,71.43%
2007,9,30,Las Vegas,57.69%
2007,9,30,Atlanta,65.71%
2007,9,30,Tennessee,41.67%
2007,9,23,Houston,60.00%
2007,9,23,Indianapolis,65.79%
2007,9,23,NY Jets,58.54%
2007,9,23,New Orleans,55.10%
2007,9,23,LA Rams,61.29%
2007,9,23,Baltimore,62.07%
2007,9,23,Cincinnati,52.63%
2007,9,23,Detroit,66.67%
2007,9,23,Cleveland,73.53%
2007,9,23,Buffalo,57.14%
2007,9,23,Minnesota,60.00%
2007,9,23,New England,61.76%
2007,9,23,Dallas,58.62%
2007,9,23,LA Chargers,43.75%
2007,9,23,Kansas City,58.33%
2007,9,23,Carolina,85.19%
2007,9,23,Pittsburgh,67.86%
2007,9,23,Jacksonville,57.50%
2007,9,23,Arizona,68.75%
2007,9,23,Philadelphia,50.00%
2007,9,23,Washington,68.75%
2007,9,23,San Francisco,51.52%
2007,9,23,Miami,50.00%
2007,9,23,NY Giants,59.26%
2007,9,23,Seattle,54.55%
2007,9,23,Denver,61.76%
2007,9,23,Green Bay,50.00%
2007,9,23,Tampa Bay,59.26%
2007,9,23,Chicago,71.43%
2007,9,23,Las Vegas,57.69%
2007,9,23,Atlanta,65.71%
2007,9,23,Tennessee,41.67%
2007,9,16,Houston,60.00%
2007,9,16,Indianapolis,65.79%
2007,9,16,NY Jets,58.54%
2007,9,16,New Orleans,55.10%
2007,9,16,LA Rams,61.29%
2007,9,16,Baltimore,62.07%
2007,9,16,Cincinnati,52.63%
2007,9,16,Detroit,66.67%
2007,9,16,Cleveland,73.53%
2007,9,16,Buffalo,57.14%
2007,9,16,Minnesota,60.00%
2007,9,16,New England,61.76%
2007,9,16,Dallas,58.62%
2007,9,16,LA Chargers,43.75%
2007,9,16,Kansas City,58.33%
2007,9,16,Carolina,85.19%
2007,9,16,Pittsburgh,67.86%
2007,9,16,Jacksonville,57.50%
2007,9,16,Arizona,68.75%
2007,9,16,Philadelphia,50.00%
2007,9,16,Washington,68.75%
2007,9,16,San Francisco,51.52%
2007,9,16,Miami,50.00%
2007,9,16,NY Giants,59.26%
2007,9,16,Seattle,54.55%
2007,9,16,Denver,61.76%
2007,9,16,Green Bay,50.00%
2007,9,16,Tampa Bay,59.26%
2007,9,16,Chicago,71.43%
2007,9,16,Las Vegas,57.69%
2007,9,16,Atlanta,65.71%
2007,9,16,Tennessee,41.67%
2007,9,9,Houston,60.00%
2007,9,9,Indianapolis,65.79%
2007,9,9,NY Jets,58.54%
2007,9,9,New Orleans,55.10%
2007,9,9,LA Rams,61.29%
2007,9,9,Baltimore,62.07%
2007,9,9,Cincinnati,52.63%
2007,9,9,Detroit,66.67%
2007,9,9,Cleveland,73.53%
2007,9,9,Buffalo,57.14%
2007,9,9,Minnesota,60.00%
2007,9,9,New England,61.76%
2007,9,9,Dallas,58.62%
2007,9,9,LA Chargers,43.75%
2007,9,9,Kansas City,58.33%
2007,9,9,Carolina,85.19%
2007,9,9,Pittsburgh,67.86%
2007,9,9,Jacksonville,57.50%
2007,9,9,Arizona,68.75%
2007,9,9,Philadelphia,50.00%
2007,9,9,Washington,68.75%
2007,9,9,San Francisco,51.52%
2007,9,9,Miami,50.00%
2007,9,9,NY Giants,59.26%
2007,9,9,Seattle,54.55%
2007,9,9,Denver,61.76%
2007,9,9,Green Bay,50.00%
2007,9,9,Tampa Bay,59.26%
2007,9,9,Chicago,71.43%
2007,9,9,Las Vegas,57.69%
2007,9,9,Atlanta,65.71%
2007,9,9,Tennessee,41.67%
2007,9,2,Houston,60.00%
2007,9,2,Indianapolis,65.79%
2007,9,2,NY Jets,58.54%
2007,9,2,New Orleans,55.10%
2007,9,2,LA Rams,61.29%
2007,9,2,Baltimore,62.07%
2007,9,2,Cincinnati,52.63%
2007,9,2,Detroit,66.67%
2007,9,2,Cleveland,73.53%
2007,9,2,Buffalo,57.14%
2007,9,2,Minnesota,60.00%
2007,9,2,New England,61.76%
2007,9,2,Dallas,58.62%
2007,9,2,LA Chargers,43.75%
2007,9,2,Kansas City,58.33%
2007,9,2,Carolina,85.19%
2007,9,2,Pittsburgh,67.86%
2007,9,2,Jacksonville,57.50%
2007,9,2,Arizona,68.75%
2007,9,2,Philadelphia,50.00%
2007,9,2,Washington,68.75%
2007,9,2,San Francisco,51.52%
2007,9,2,Miami,50.00%
2007,9,2,NY Giants,59.26%
2007,9,2,Seattle,54.55%
2007,9,2,Denver,61.76%
2007,9,2,Green Bay,50.00%
2007,9,2,Tampa Bay,59.26%
2007,9,2,Chicago,71.43%
2007,9,2,Las Vegas,57.69%
2007,9,2,Atlanta,65.71%
2007,9,2,Tennessee,41.67%
2007,2,25,Houston,60.00%
2007,2,25,Indianapolis,65.79%
2007,2,25,NY Jets,58.54%
2007,2,25,New Orleans,55.10%
2007,2,25,LA Rams,61.29%
2007,2,25,Baltimore,62.07%
2007,2,25,Cincinnati,52.63%
2007,2,25,Detroit,66.67%
2007,2,25,Cleveland,73.53%
2007,2,25,Buffalo,57.14%
2007,2,25,Minnesota,60.00%
2007,2,25,New England,61.76%
2007,2,25,Dallas,58.62%
2007,2,25,LA Chargers,43.75%
2007,2,25,Kansas City,58.33%
2007,2,25,Carolina,85.19%
2007,2,25,Pittsburgh,67.86%
2007,2,25,Jacksonville,57.50%
2007,2,25,Arizona,68.75%
2007,2,25,Philadelphia,50.00%
2007,2,25,Washington,68.75%
2007,2,25,San Francisco,51.52%
2007,2,25,Miami,50.00%
2007,2,25,NY Giants,59.26%
2007,2,25,Seattle,54.55%
2007,2,25,Denver,61.76%
2007,2,25,Green Bay,50.00%
2007,2,25,Tampa Bay,59.26%
2007,2,25,Chicago,71.43%
2007,2,25,Las Vegas,57.69%
2007,2,25,Atlanta,65.71%
2007,2,25,Tennessee,41.67%
2007,2,18,Houston,60.00%
2007,2,18,Indianapolis,65.79%
2007,2,18,NY Jets,58.54%
2007,2,18,New Orleans,55.10%
2007,2,18,LA Rams,61.29%
2007,2,18,Baltimore,62.07%
2007,2,18,Cincinnati,52.63%
2007,2,18,Detroit,66.67%
2007,2,18,Cleveland,73.53%
2007,2,18,Buffalo,57.14%
2007,2,18,Minnesota,60.00%
2007,2,18,New England,61.76%
2007,2,18,Dallas,58.62%
2007,2,18,LA Chargers,43.75%
2007,2,18,Kansas City,58.33%
2007,2,18,Carolina,85.19%
2007,2,18,Pittsburgh,67.86%
2007,2,18,Jacksonville,57.50%
2007,2,18,Arizona,68.75%
2007,2,18,Philadelphia,50.00%
2007,2,18,Washington,68.75%
2007,2,18,San Francisco,51.52%
2007,2,18,Miami,50.00%
2007,2,18,NY Giants,59.26%
2007,2,18,Seattle,54.55%
2007,2,18,Denver,61.76%
2007,2,18,Green Bay,50.00%
2007,2,18,Tampa Bay,59.26%
2007,2,18,Chicago,71.43%
2007,2,18,Las Vegas,57.69%
2007,2,18,Atlanta,65.71%
2007,2,18,Tennessee,41.67%
2007,2,11,Houston,60.00%
2007,2,11,Indianapolis,65.79%
2007,2,11,NY Jets,58.54%
2007,2,11,New Orleans,55.10%
2007,2,11,LA Rams,61.29%
2007,2,11,Baltimore,62.07%
2007,2,11,Cincinnati,52.63%
2007,2,11,Detroit,66.67%
2007,2,11,Cleveland,73.53%
2007,2,11,Buffalo,57.14%
2007,2,11,Minnesota,60.00%
2007,2,11,New England,61.76%
2007,2,11,Dallas,58.62%
2007,2,11,LA Chargers,43.75%
2007,2,11,Kansas City,58.33%
2007,2,11,Carolina,85.19%
2007,2,11,Pittsburgh,67.86%
2007,2,11,Jacksonville,57.50%
2007,2,11,Arizona,68.75%
2007,2,11,Philadelphia,50.00%
2007,2,11,Washington,68.75%
2007,2,11,San Francisco,51.52%
2007,2,11,Miami,50.00%
2007,2,11,NY Giants,59.26%
2007,2,11,Seattle,54.55%
2007,2,11,Denver,61.76%
2007,2,11,Green Bay,50.00%
2007,2,11,Tampa Bay,59.26%
2007,2,11,Chicago,71.43%
2007,2,11,Las Vegas,57.69%
2007,2,11,Atlanta,65.71%
2007,2,11,Tennessee,41.67%
2007,2,4,Houston,60.00%
2007,2,4,Indianapolis,57.45%
2007,2,4,NY Jets,58.54%
2007,2,4,New Orleans,55.10%
2007,2,4,LA Rams,61.29%
2007,2,4,Baltimore,62.07%
2007,2,4,Cincinnati,52.63%
2007,2,4,Detroit,66.67%
2007,2,4,Cleveland,73.53%
2007,2,4,Buffalo,57.14%
2007,2,4,Minnesota,60.00%
2007,2,4,New England,61.76%
2007,2,4,Dallas,58.62%
2007,2,4,LA Chargers,43.75%
2007,2,4,Kansas City,58.33%
2007,2,4,Carolina,85.19%
2007,2,4,Pittsburgh,67.86%
2007,2,4,Jacksonville,57.50%
2007,2,4,Arizona,68.75%
2007,2,4,Philadelphia,50.00%
2007,2,4,Washington,68.75%
2007,2,4,San Francisco,51.52%
2007,2,4,Miami,50.00%
2007,2,4,NY Giants,59.26%
2007,2,4,Seattle,54.55%
2007,2,4,Denver,61.76%
2007,2,4,Green Bay,50.00%
2007,2,4,Tampa Bay,59.26%
2007,2,4,Las Vegas,57.69%
2007,2,4,Chicago,42.31%
2007,2,4,Atlanta,65.71%
2007,2,4,Tennessee,41.67%
2007,1,28,Houston,60.00%
2007,1,28,Indianapolis,57.45%
2007,1,28,NY Jets,58.54%
2007,1,28,New Orleans,55.10%
2007,1,28,LA Rams,61.29%
2007,1,28,Baltimore,62.07%
2007,1,28,Cincinnati,52.63%
2007,1,28,Detroit,66.67%
2007,1,28,Cleveland,73.53%
2007,1,28,Buffalo,57.14%
2007,1,28,Minnesota,60.00%
2007,1,28,New England,61.76%
2007,1,28,Dallas,58.62%
2007,1,28,LA Chargers,43.75%
2007,1,28,Kansas City,58.33%
2007,1,28,Carolina,85.19%
2007,1,28,Pittsburgh,67.86%
2007,1,28,Jacksonville,57.50%
2007,1,28,Arizona,68.75%
2007,1,28,Philadelphia,50.00%
2007,1,28,Washington,68.75%
2007,1,28,San Francisco,51.52%
2007,1,28,Miami,50.00%
2007,1,28,NY Giants,59.26%
2007,1,28,Seattle,54.55%
2007,1,28,Denver,61.76%
2007,1,28,Green Bay,50.00%
2007,1,28,Tampa Bay,59.26%
2007,1,28,Las Vegas,57.69%
2007,1,28,Chicago,42.31%
2007,1,28,Atlanta,65.71%
2007,1,28,Tennessee,41.67%
2006,10,1,Cincinnati,60.98%
2006,10,1,Indianapolis,57.89%
2006,10,1,LA Rams,59.38%
2006,10,1,LA Chargers,55.56%
2006,10,1,Seattle,53.06%
2006,10,1,Minnesota,67.50%
2006,10,1,Arizona,73.81%
2006,10,1,Kansas City,79.31%
2006,10,1,Tampa Bay,65.79%
2006,10,1,New England,55.56%
2006,10,1,Green Bay,56.76%
2006,10,1,Pittsburgh,45.45%
2006,10,1,Tennessee,53.85%
2006,10,1,Houston,50.00%
2006,10,1,Dallas,46.15%
2006,10,1,Carolina,42.86%
2006,10,1,Denver,60.00%
2006,10,1,Cleveland,57.89%
2006,10,1,Baltimore,41.67%
2006,10,1,Buffalo,62.16%
2006,10,1,Jacksonville,53.85%
2006,10,1,Washington,57.89%
2006,10,1,Detroit,51.52%
2006,10,1,NY Jets,55.00%
2006,10,1,New Orleans,67.57%
2006,10,1,Atlanta,64.86%
2006,10,1,Philadelphia,50.00%
2006,10,1,Las Vegas,54.17%
2006,10,1,NY Giants,55.56%
2006,10,1,San Francisco,55.17%
2006,10,1,Miami,62.86%
2006,10,1,Chicago,41.46%
2006,9,3,Cincinnati,60.98%
2006,9,3,Indianapolis,57.89%
2006,9,3,LA Rams,59.38%
2006,9,3,LA Chargers,55.56%
2006,9,3,Seattle,53.06%
2006,9,3,Minnesota,67.50%
2006,9,3,Arizona,73.81%
2006,9,3,Kansas City,79.31%
2006,9,3,Tampa Bay,65.79%
2006,9,3,New England,55.56%
2006,9,3,Green Bay,56.76%
2006,9,3,Pittsburgh,45.45%
2006,9,3,Tennessee,53.85%
2006,9,3,Houston,50.00%
2006,9,3,Dallas,46.15%
2006,9,3,Carolina,42.86%
2006,9,3,Denver,60.00%
2006,9,3,Cleveland,57.89%
2006,9,3,Baltimore,41.67%
2006,9,3,Buffalo,62.16%
2006,9,3,Jacksonville,53.85%
2006,9,3,Washington,57.89%
2006,9,3,Detroit,51.52%
2006,9,3,NY Jets,55.00%
2006,9,3,New Orleans,67.57%
2006,9,3,Atlanta,64.86%
2006,9,3,Philadelphia,50.00%
2006,9,3,Las Vegas,54.17%
2006,9,3,NY Giants,55.56%
2006,9,3,San Francisco,55.17%
2006,9,3,Miami,62.86%
2006,9,3,Chicago,41.46%
2006,2,26,Cincinnati,60.98%
2006,2,26,Indianapolis,57.89%
2006,2,26,LA Rams,59.38%
2006,2,26,LA Chargers,55.56%
2006,2,26,Seattle,53.06%
2006,2,26,Minnesota,67.50%
2006,2,26,Arizona,73.81%
2006,2,26,Kansas City,79.31%
2006,2,26,Tampa Bay,65.79%
2006,2,26,New England,55.56%
2006,2,26,Green Bay,56.76%
2006,2,26,Pittsburgh,45.45%
2006,2,26,Tennessee,53.85%
2006,2,26,Houston,50.00%
2006,2,26,Dallas,46.15%
2006,2,26,Carolina,42.86%
2006,2,26,Denver,60.00%
2006,2,26,Cleveland,57.89%
2006,2,26,Baltimore,41.67%
2006,2,26,Buffalo,62.16%
2006,2,26,Jacksonville,53.85%
2006,2,26,Washington,57.89%
2006,2,26,Detroit,51.52%
2006,2,26,NY Jets,55.00%
2006,2,26,New Orleans,67.57%
2006,2,26,Atlanta,64.86%
2006,2,26,Philadelphia,50.00%
2006,2,26,Las Vegas,54.17%
2006,2,26,NY Giants,55.56%
2006,2,26,San Francisco,55.17%
2006,2,26,Miami,62.86%
2006,2,26,Chicago,41.46%
2006,2,19,Cincinnati,60.98%
2006,2,19,Indianapolis,57.89%
2006,2,19,LA Rams,59.38%
2006,2,19,LA Chargers,55.56%
2006,2,19,Seattle,53.06%
2006,2,19,Minnesota,67.50%
2006,2,19,Arizona,73.81%
2006,2,19,Kansas City,79.31%
2006,2,19,Tampa Bay,65.79%
2006,2,19,New England,55.56%
2006,2,19,Green Bay,56.76%
2006,2,19,Pittsburgh,45.45%
2006,2,19,Tennessee,53.85%
2006,2,19,Houston,50.00%
2006,2,19,Dallas,46.15%
2006,2,19,Carolina,42.86%
2006,2,19,Denver,60.00%
2006,2,19,Cleveland,57.89%
2006,2,19,Baltimore,41.67%
2006,2,19,Buffalo,62.16%
2006,2,19,Jacksonville,53.85%
2006,2,19,Washington,57.89%
2006,2,19,Detroit,51.52%
2006,2,19,NY Jets,55.00%
2006,2,19,New Orleans,67.57%
2006,2,19,Atlanta,64.86%
2006,2,19,Philadelphia,50.00%
2006,2,19,Las Vegas,54.17%
2006,2,19,NY Giants,55.56%
2006,2,19,San Francisco,55.17%
2006,2,19,Miami,62.86%
2006,2,19,Chicago,41.46%
2006,2,12,Cincinnati,60.98%
2006,2,12,Indianapolis,57.89%
2006,2,12,LA Rams,59.38%
2006,2,12,LA Chargers,55.56%
2006,2,12,Seattle,53.06%
2006,2,12,Minnesota,67.50%
2006,2,12,Arizona,73.81%
2006,2,12,Kansas City,79.31%
2006,2,12,Tampa Bay,65.79%
2006,2,12,New England,55.56%
2006,2,12,Green Bay,56.76%
2006,2,12,Pittsburgh,45.45%
2006,2,12,Tennessee,53.85%
2006,2,12,Houston,50.00%
2006,2,12,Dallas,46.15%
2006,2,12,Carolina,42.86%
2006,2,12,Denver,60.00%
2006,2,12,Cleveland,57.89%
2006,2,12,Baltimore,41.67%
2006,2,12,Buffalo,62.16%
2006,2,12,Jacksonville,53.85%
2006,2,12,Washington,57.89%
2006,2,12,Detroit,51.52%
2006,2,12,NY Jets,55.00%
2006,2,12,New Orleans,67.57%
2006,2,12,Atlanta,64.86%
2006,2,12,Philadelphia,50.00%
2006,2,12,Las Vegas,54.17%
2006,2,12,NY Giants,55.56%
2006,2,12,San Francisco,55.17%
2006,2,12,Miami,62.86%
2006,2,12,Chicago,41.46%
2006,2,5,Cincinnati,60.98%
2006,2,5,Indianapolis,57.89%
2006,2,5,LA Rams,59.38%
2006,2,5,Seattle,71.43%
2006,2,5,LA Chargers,55.56%
2006,2,5,Minnesota,67.50%
2006,2,5,Arizona,73.81%
2006,2,5,Kansas City,79.31%
2006,2,5,Tampa Bay,65.79%
2006,2,5,New England,55.56%
2006,2,5,Green Bay,56.76%
2006,2,5,Pittsburgh,72.41%
2006,2,5,Tennessee,53.85%
2006,2,5,Houston,50.00%
2006,2,5,Dallas,46.15%
2006,2,5,Carolina,42.86%
2006,2,5,Denver,60.00%
2006,2,5,Cleveland,57.89%
2006,2,5,Baltimore,41.67%
2006,2,5,Buffalo,62.16%
2006,2,5,Jacksonville,53.85%
2006,2,5,Washington,57.89%
2006,2,5,Detroit,51.52%
2006,2,5,NY Jets,55.00%
2006,2,5,New Orleans,67.57%
2006,2,5,Atlanta,64.86%
2006,2,5,Philadelphia,50.00%
2006,2,5,Las Vegas,54.17%
2006,2,5,NY Giants,55.56%
2006,2,5,San Francisco,55.17%
2006,2,5,Miami,62.86%
2006,2,5,Chicago,41.46%
2005,10,2,Indianapolis,64.29%
2005,10,2,Minnesota,51.06%
2005,10,2,Tampa Bay,50.00%
2005,10,2,Kansas City,62.26%
2005,10,2,LA Chargers,73.81%
2005,10,2,NY Jets,63.64%
2005,10,2,Green Bay,66.67%
2005,10,2,LA Rams,65.71%
2005,10,2,Pittsburgh,58.33%
2005,10,2,New England,69.70%
2005,10,2,Philadelphia,58.82%
2005,10,2,Houston,59.26%
2005,10,2,Cincinnati,59.26%
2005,10,2,Tennessee,54.55%
2005,10,2,Jacksonville,53.57%
2005,10,2,Dallas,74.19%
2005,10,2,Denver,70.59%
2005,10,2,Carolina,48.00%
2005,10,2,San Francisco,62.07%
2005,10,2,Seattle,62.79%
2005,10,2,Cleveland,68.97%
2005,10,2,New Orleans,58.33%
2005,10,2,Buffalo,53.33%
2005,10,2,Las Vegas,38.46%
2005,10,2,NY Giants,66.67%
2005,10,2,Detroit,67.35%
2005,10,2,Arizona,44.44%
2005,10,2,Washington,65.38%
2005,10,2,Baltimore,51.85%
2005,10,2,Atlanta,45.83%
2005,10,2,Chicago,68.97%
2005,10,2,Miami,42.11%
2005,9,4,Indianapolis,64.29%
2005,9,4,Minnesota,51.06%
2005,9,4,Tampa Bay,50.00%
2005,9,4,Kansas City,62.26%
2005,9,4,LA Chargers,73.81%
